TSTNO| VEHNO| OCCLOC| OCCLOCD| OCCTYP| OCCTYPD| OCCAGE| OCCSEX| OCCSEXD| OCCHT| OCCWT| MTHCAL| MTHCALD| DUMSIZ| DUMSIZD| DUMMAN| DUMMOD| DUMDSC| HH| HW| HR| HS| CD| CS| AD| HD| KD| HB| NB| CB| KB| SEPOSN| SEPOSND| CNTRH1| CNTRH1D| CNTRH2| CTRH2D| CNTRC1| CNTRC1D| CNTRC2| CNTRC2D| CNTRL1| CNTRL1D| CTRL2| CNTRL2D| HIC| T1| T2| CLIP3M| LFEM| RFEM| CSI| LBELT| SBELT| TTI| PELVG| OCCCOM 
8776|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 510|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|52|131.9|146.9|13|-45|-63|0|0|0|0|0|HEAD TO HEADREST
8777|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 510|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|6|78.6|93.3|15|-45|-30|0|0|0|0|0|HEAD TO VISOR
8778|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FTSS S/N 510|||314|677|255|370|473|256|154|181|156|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|134|56.3|71.3|39|-2496|-2777|0|0|0|0|0|HEAD TO HEADREST
8780|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|MFG: FTSS, MODEL: SID IIS-D, S/N: 299|NO COMMENTS|SID IIS-D|306|687|245|383|376|150|172|176|85|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|SB|SEAT BACK|DR|DOOR|NO|NONE|431|43.1|68.2|0|0|0|0|0|0|0|0|NO COMMENTS
8781|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|DENTON S/N 351|||336|635|209|332|528|311|111|145|203|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|97|62.7|77.7|39|-1194|-2287|0|0|2997|0|0|HEAD TO HEADREST
8783|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 306|||236|552|217|360|428|192|173|238|138|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|NO|NONE|NO|NONE|DR|DOOR|NO|NONE|230|49|71.6|0|0|0|0|0|0|0|0|HEAD TO HEADREST
8785|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|P5|PART 572|05|5 PERCENTILE|FTSS SERIAL NO. 301|NO MODIFICATIONS|NO COMMENTS|290|659|268|383|408|183|220|208|149|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|SB|SEAT BACK|AB|AIR BAG|DR|DOOR|NO|NONE|365|36.3|65.8|0|0|0|0|0|0|0|0|
8792|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 306|||227|510|210|362|397|189|173|215|128|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|NO|NONE|NO|NONE|NO|NONE|DP|DASHPANEL|297|42.2|71.3|0|0|0|0|0|0|0|0|HEAD TO HEADREST
8877|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|DENTON S/N 351|||344|613|198|314|511|315|114|133|184|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|204|81|96|42|-1233|-2027|0|0|3909|0|0|HEAD TO HEADREST
8878|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|DENTON S/N 351|||344|671|218|336|563|331|125|148|229|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|245|66.7|81.7|38|-881|-1926|0|4716|4437|0|0|HEAD TO HEADREST
8880|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 306|||254|603|239|377|446|201|172|169|138|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|NO|NONE|NO|NONE|DR|DOOR|NO|NONE|213|36.6|72.6|0|0|0|0|0|0|0|0|HEAD TO HEADREST
8884|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 510|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|45|130.2|145.2|16|-165|-66|0|0|0|0|0|HEAD TO SEATBACK
8885|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 510|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|45|130.2|145.2|16|-165|-66|0|0|0|0|0|HEAD TO SEATBACK
8890|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 124|||207|495|211|321|434|178|156|166|105|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|84|52.2|67.2|35|-3587|-4612|0|0|0|0|0|HEAD TO VISOR
8891|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FTSS S/N 401|||320|649|240|358|552|320|159|167|178|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|HW|HEADER - WINDSHIELD|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|42|79.7|94.7|36|-6047|-4912|0|0|0|0|0|
8892|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 124|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|18|22.1|36.9|11|-77|-69|0|0|0|0|0|HEAD TO HEADREST
8893|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 124|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|64|60.5|69.1|23|-36|-17|0|0|0|0|0|HEAD TO VISOR
8898|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FTSS S/N 511|||402|739|300|355|478|240|177|165|101|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|59|61.6|76.6|32|-4400|-4558|0|0|0|0|0|HEAD TO HEADREST
8899|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 125|||275|628|249|347|437|217|85|183|78|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|69|78|81|32|-1685|-3493|0|0|0|0|0|HEAD TO HEADREST
8900|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FTSS S/N 403|||460|702|241|337|587|361|123|181|192|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|176|76|91|41|-2334|-1484|0|0|0|0|0|HEAD TO HEADREST
8901|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FTSS S/N 403|||446|683|241|332|574|349|123|172|191|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|242|90.1|105.1|41|-2089|-1896|0|0|0|0|0|HEAD TO HEADREST
8902|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 124|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|39|16.6|31.6|14|-77|-69|0|0|0|0|0|HEAD TO HEADREST
8903|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 124|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|HW|HEADER - WINDSHIELD|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|161|53.7|57.6|17|-66|-49|0|0|0|0|0|
8904|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FTSS S/N 510|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|19|35.4|50.4|14|-36|-34|0|0|0|0|0|HEAD TO HEADREST
8905|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FTSS S/N 510|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|HW|HEADER - WINDSHIELD|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|16|66.1|76.3|15|-21|-15|0|0|0|0|0|
8908|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 306|||257|637|250|358|410|190|180|156|152|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|NO|NONE|NO|NONE|DR|DOOR|NO|NONE|170|36.9|72.9|0|0|0|0|0|0|0|0|HEAD TO HEADREST
8909|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|DENTON S/N 351|||342|671|226|337|522|320|136|128|195|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|257|60.3|75.3|52|-322|-2207|0|11782|4241|0|0|HEAD TO HEADREST AND VISOR
8938|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 306|||268|610|247|371|389|156|171|175|120|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|NO|NONE|NO|NONE|DR|DOOR|NO|NONE|343|47.3|68.1|0|0|0|0|0|0|0|0|HEAD TO HEADREST
8940|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|MFG: FTSS, MODEL: SID IIS-D, S/N: 299|NO COMMENTS|SID IIS-D|272|655|236|373|340|155|164|178|114|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|DR|DOOR|NO|NONE|254|32.9|66|0|0|0|0|0|0|0|0|NO COMMENTS
8941|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 124|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|45|146.7|155.6|16|-198|-179|0|0|0|0|0|HEAD TO HEADREST
8942|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 124|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|10|290.4|305.4|15|-96|-106|0|0|0|0|0|HEAD TO VISOR
8947|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY S/N 403|||347|683|217|322|532|317|132|139|191|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|AP|A PILLAR|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|191|97.4|110.2|24|-3377|-4256|0|0|0|0|0|
8948|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY S/N 401|||400|772|275|370|576|571|120|147|166|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|229|118.5|127.3|27|-3457|-1933|0|0|0|0|0|HEAD TO CURTAIN AIR BAG
8949|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|DENTON S/N 351|||394|738|240|351|537|318|131|143|157|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|177|63.6|78.6|52|-777|-1149|0|0|0|0|0|HEAD TO HEADREST
8981|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 306|||263|585|226|337|418|207|92|156|150|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|NO|NONE|NO|NONE|DR|DOOR|NO|NONE|232|42.1|68.2|0|0|0|0|0|0|0|0|HEAD TO HEADREST AND SEATBACK
8982|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|DENTON S/N 351|||353|725|216|342|593|330|151|163|161|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|134|80.2|95.2|40|-1388|-1741|0|7615|4237|0|0|HEAD TO HEADREST
8984|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 124|||302|624|224|337|457|230|159|156|148|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|98|41.5|56.5|31|-3474|-2865|0|0|0|0|0|HEAD TO VISOR
8985|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 306|||259|666|238|384|477|209|183|171|129|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|NO|NONE|NO|NONE|DR|DOOR|NO|NONE|234|34.4|68.8|0|0|0|0|0|0|0|0|HEAD TO HEADREST
8987|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|DENTON S/N 351|||350|664|244|335|540|307|118|155|142|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|294|74.7|89.7|40|-3806|-1764|0|0|0|0|0|HEAD TO HEADREST AND CURTAIN AIRBAG
8988|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FTSS, S/N:035|UNMODIFIED|HYBRID III 50TH MALE|369|646|241|330|529|301|122|150|179|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|HS|HEADER - SIDE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|104|66.1|81.1|34.3|-200|-117|0|8577|4192|0|0|NO COMMENTS
8990|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|MFG: FTSS, MODEL: SID IIS-D, S/N: 299|NO COMMENTS|SID IIS-D|291|618|269|385|392|151|176|169|120|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|DR|DOOR|SC|STEERING COLUMN|211|34|65.2|0|0|0|0|0|0|0|0|NO COMMENTS
8993|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|DENTON S/N 351|||408|671|322|433|614|373|177|150|160|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|176|74.9|89.9|49|-1857|-1009|0|8056|4460|0|0|HEAD TO HEADREST
8994|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|MFG: FTSS, MODEL: SID IIS-D, S/N: 307|NO COMMENTS|SID IIS-D|332|589|272|375|438|210|156|145|105|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|DR|DOOR|NO|NONE|451|38|62|0|0|0|0|0|0|0|0|NO COMMENTS
8995|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 306|||315|600|362|355|470|211|277|173|107|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|NO|NONE|NO|NONE|DR|DOOR|NO|NONE|329|49.8|82.3|0|0|0|0|0|0|0|0|HEAD TO HEADREST
8996|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|MFG: FTSS, MODEL: SID IIS-D, S/N: 299|NO COMMENTS|SID IIS-D|333|565|275|379|431|209|169|152|100|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|DR|DOOR|NO|NONE|349|37.4|65.9|0|0|0|0|0|0|0|0|NO COMMENTS
9003|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|MFG: FTSS, MODEL: SID IIS-D, S/N: 299|NO COMMENTS|SID IIS-D|330|636|261|386|416|189|171|199|134|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|DR|DOOR|NO|NONE|349|47.4|72.5|0|0|0|0|0|0|0|0|NO COMMENTS
9004|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 306|||229|605|219|346|404|191|167|162|109|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|NO|NONE|NO|NONE|DR|DOOR|NO|NONE|361|41.3|67.7|0|0|0|0|0|0|0|0|HEAD TO HEADREST
9005|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|DENTON S/N 351|||346|617|199|317|525|308|125|144|218|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|217|56.5|71.5|42|-2050|-1896|0|0|5180|0|0|HEAD TO HEADREST
9007|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 306|||264|577|225|348|427|184|174|165|142|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|NO|NONE|NO|NONE|DR|DOOR|NO|NONE|333|47.3|72.1|0|0|0|0|0|0|0|0|HEAD TO HEADREST
9009|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|DENTON, S/N:360|UNMODIFIED|HYBRID III 50TH MALE|424|653|242|374|512|300|157|199|204|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|174|53.1|68.1|42|-868|-2095|0|5331|3786|0|0|NO COMMENTS
9010|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FTSS, S/N:034|UNMODIFIED|HYBRID III 50TH MALE|429|845|270|393|558|354|118|153|156|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|243|66.7|81.7|48.3|-1036|-1384|0|0|0|0|0|NO COMMENTS
9011|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|DENTON, S/N:360|UNMODIFIED|HYBRID III 50TH MALE|418|715|246|375|562|304|137|144|190|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|100|99.2|114.2|42.7|-299|-2525|0|7654|2654|0|0|NO COMMENTS
9012|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|DENTON S/N 351|||443|765|260|350|541|347|158|144|173|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|201|77|92|41|-1466|-1365|0|6000|0|0|0|
9014|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 306|||309|658|270|393|400|191|181|152|120|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|NO|NONE|NO|NONE|DR|DOOR|NO|NONE|404|45|70.2|0|0|0|0|0|0|0|0|HEAD TO HEADREST
9016|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|MFG: FTSS, MODEL: SID IIS-D, S/N: 299|NO COMMENTS|SID IIS-D|265|686|261|382|412|148|193|172|114|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|DR|DOOR|NO|NONE|171|52.7|74.6|0|0|0|0|0|0|0|0|NO COMMENTS
9017|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 510|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|20|144.2|159.2|10|-10|-28|0|0|0|0|0|HEAD TO HEADREST
9018|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 510|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|9|34.3|49.3|23|-155|-4|0|0|0|0|0|HEAD TO VISOR
9023|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 510|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|42|24.8|39.8|15|-148|-117|0|0|0|0|0|HEAD TO HEADREST
9024|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 510|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|8|11.4|15.1|22|-353|-104|0|0|0|0|0|HEAD TO HEADREST
