TSTNO| VEHNO| OCCLOC| OCCLOCD| OCCTYP| OCCTYPD| OCCAGE| OCCSEX| OCCSEXD| OCCHT| OCCWT| MTHCAL| MTHCALD| DUMSIZ| DUMSIZD| DUMMAN| DUMMOD| DUMDSC| HH| HW| HR| HS| CD| CS| AD| HD| KD| HB| NB| CB| KB| SEPOSN| SEPOSND| CNTRH1| CNTRH1D| CNTRH2| CTRH2D| CNTRC1| CNTRC1D| CNTRC2| CNTRC2D| CNTRL1| CNTRL1D| CTRL2| CNTRL2D| HIC| T1| T2| CLIP3M| LFEM| RFEM| CSI| LBELT| SBELT| TTI| PELVG| OCCCOM 
8393|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 155|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|37|10.8|15.6|13|0|0|0|0|0|0|0|
8398|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 155|||0|0|0|0|0|0|0|0|0|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|6|11.3|14.3|4|0|0|0|0|0|0|0|
8399|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 155|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|17|12|25.8|5|0|0|0|0|0|0|0|HEAD TO SEATBACK
8400|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 031|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|24|17.1|26.9|9|0|0|0|0|0|0|0|HEAD TO SEATBACK
8401|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 031|||0|0|0|0|0|0|0|0|0|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|0|84.6|99.6|1|0|0|0|0|0|0|0|HEAD TO SEATBACK
8404|1|02|RIGHT FRONT SEAT|CH|CHILD DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|FIRST TECHNOLOGY SAFETY SYSTEMS, S/N:044|UNMODIFIED|N0 COMMENTS|734|0|0|44|685|0|0|0|0|197|0|0|0|NO|NON-ADJUSTABLE SEAT|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|NO|NONE|NO|NONE|378|8.4|19.4|0|0|0|0|0|0|0|0|DUMMY WAS REARWARD FACING.
8405|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FTSS S/N 634|||369|621|275|373|464|0|121|207|143|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|329|78.7|93.7|45|-1799|-867|0|6095|2843|0|0|HEAD TO HEADREST
8407|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 138|||270|685|239|346|359|0|89|182|90|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|170|62.5|77.5|47|-2050|-737|0|0|0|0|0|HEAD TO HEADREST
8412|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 138|||309|675|269|351|460|0|85|221|118|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|249|68.1|83.1|43|-1712|-1746|0|3611|3140|0|0|HEAD TO HEADREST
8413|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FTSS; S/N: 426|||562|582|235|363|412|0|165|248|96|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|188|66.88|81.92|47.5|-2856|-3546|458|0|4252|0|0|HIC=15 MSEC; CNTRH2=HEAD RESTRAINT
8446|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON, S/N:141|UNMODIFIED|HYBRID III 5TH FEMALE|230|494|200|308|419|0|78|219|83|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|153|61.6|76.6|56.5|-2406|-1306|0|0|0|0|0|NO COMMENTS
8455|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|MFG: FIRST TECH S/N:273|NO COMMENTS|NO COMMENTS|407|740|280|350|458|0|58|150|155|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|255|54.2|69.2|38.9|-952|-2095|0|4912|4947|0|0|NO
8456|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FTSS S/N 634|||435|775|311|354|453|0|97|164|151|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|184|65.9|80.9|37|-473|-739|0|5867|3195|0|0|HEAD TO HEADREST
8457|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|MFG: FIRST TECH S/N:288|NO COMMENTS|NO COMMENTS|360|655|270|380|418|0|97|196|135|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|344|72.2|87.2|46.5|-1799|-998|0|5508|3674|0|0|CNTRH2 = HEADREST
8459|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON, S/N:141|UNMODIFIED|HYBRID III 5TH FEMALE|310|752|252|345|371|0|85|178|78|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|348|57.7|72.7|47.4|-2683|-1869|0|0|0|0|0|NO COMMENTS
8464|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 138|||366|667|284|348|426|0|91|210|124|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|394|56.4|71.4|49|-876|-340|0|5467|3341|0|0|HEAD TO HEADREST
8470|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 138|||285|694|296|481|365|0|98|191|76|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|248|66.5|81.5|37|-2131|-2118|0|0|3176|0|0|HEAD TO HEADREST
8480|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FTSS S/N 634|||396|725|264|342|455|0|92|175|65|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|473|74.3|89.3|35|-2629|-2534|0|1742|3042|0|0|HEAD TO HEADREST
8487|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|MFG: FIRST TECH S/N:288|NO COMMENTS|NO COMMENTS|350|715|284|400|424|0|75|157|78|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|245|76.8|91.8|36|-1751|-2440|0|4230|3480|0|0|NO
8493|1|02|RIGHT FRONT SEAT|CH|CHILD DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|FIRST TECHNOLOGY SAFETY SYSTEMS, S/N:044|UNMODIFIED|N0 COMMENTS|660|0|0|119|636|0|235|0|0|131|0|165|0|NO|NON-ADJUSTABLE SEAT|AB|AIR BAG|DP|DASHPANEL|NO|NONE|NO|NONE|NO|NONE|NO|NONE|278|4.1|16.1|0|0|0|0|0|0|0|0|DUMMY WAS LYING ACROSS SEAT WITH HEAD ON DOOR TRIM PANEL.
8495|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 138|||251|610|246|357|321|0|91|176|114|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|361|58.3|73.3|49|-2091|-1806|0|4580|5032|0|0|HEAD TO HEADREST
8515|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FTSS, S/N:635|UNMODIFIED|HYBRID III 5TH FEMALE|302|665|276|350|415|0|92|176|107|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|294|60.9|75.9|43.1|-1578|-446|0|0|3987|0|0|NO COMMENTS
8516|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 144|||0|0|0|193|517|0|0|0|0|0|0|242|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|NO|NONE|8|9.7|23.9|0|0|0|0|0|0|0|0|CAB TO TOP & BACK OF HEAD, SAB TO LEFT SIDE OF HEAD
8517|1|02|RIGHT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 304|||0|0|0|204|406|0|0|0|0|0|0|228|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|NO|NONE|NO|NONE|3|8.2|23.2|0|0|0|0|0|0|0|0|CAB TO TOP AND RIGHT SIDE OF HEAD
8518|1|02|RIGHT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 304|||0|0|0|114|461|0|0|0|0|0|0|244|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|NO|NONE|NO|NONE|35|9.1|24.1|0|0|0|0|0|0|0|0|CAB TO TOP & BACK OF HEAD
8520|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 634|||272|619|230|355|370|0|104|264|121|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|141|55|70|36|-1661|-2126|0|2331|3249|0|0|HEAD TO HEADREST
8521|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FTSS; S/N: 426|||404|780|264|381|498|0|98|172|137|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|NO|NONE|NO|NONE|OT|OTHER|NO|NONE|291|55.36|70.4|48.1|-1359|-1237|380|0|3776|0|0|HIC=15 MSEC; CNTRH2=HEAD RESTRAINT; CNTRL1=KNEE AIRBAG
8526|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 634|||338|672|308|383|389|0|81|190|76|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|245|69.8|84.8|51|-1487|-1324|0|4876|3939|0|0|HEAD TO HEADREST
8531|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 138|||269|631|248|353|385|0|89|222|80|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|291|61.6|76.6|43|-1722|-1745|0|0|0|0|0|HEAD TO HEADREST
8537|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|MFG: FIRST TECH S/N:288|NO COMMENTS|NO COMMENTS|255|571|244|375|357|0|86|167|109|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|309|60|75|50.2|-1820|-876|0|0|4523|0|0|CNTRH2 = HEADREST
8538|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FTSS, S/N:635|UNMODIFIED|HYBRID III 5TH FEMALE|320|605|260|353|349|0|97|262|81|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|175|62.1|77.1|43.5|-2439|-1695|0|3278|3236|0|0|NO COMMENTS
8539|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|MFG: FTSS S/N:273|NO COMMENTS|NO COMMENTS|280|638|265|380|368|0|71|173|106|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|218|57.2|72.2|45|-1582|-1137|0|0|4332|0|0|CNTRH2 = HEADREST
8540|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|MFG: DENTON S/N:139|NO COMMENTS|NO COMMENTS|342|717|267|375|452|0|79|174|143|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|240|61.5|76.5|51.4|-1045|-616|0|26712|4072|0|0|CNTRH2 = HEADREST
8541|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|3|M|MALE|0|0|P5|PART 572|3C|3 YEAR OLD CHILD||NO MODIFICATIONS||0|859|0|111|575|0|210|0|0|203|0|46|129|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|SB|SEAT BACK|AB|AIR BAG|SB|SEAT BACK|UN|UNKNOWN|45|5.5|35.1|0|0|0|0|0|0|0|0|
8542|1|02|RIGHT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|P5|PART 572|05|5 PERCENTILE|FTSS NO. 298|NO MODIFICATIONS||0|810|214|181|432|0|30|0|156|90|0|100|90|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|HS|HEADER - SIDE|NO|NONE|NO|NONE|UN|UNKNOWN|OT|OTHER|3|12.9|27.8|0|0|0|0|0|0|0|0|
8543|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|MFG: DENTON S/N:143|NO COMMENTS|NO COMMENTS|388|676|286|380|435|0|92|185|89|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|267|68.6|83.6|44|-2794|-2210|0|4469|0|0|0|CNTRH2 = HEADREST
8545|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|MFG: DENTON S/N:139|NO COMMENTS|NO COMMENTS|299|659|226|360|440|0|74|235|106|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|240|57|72|38.5|-1905|-1863|0|0|0|0|0|CNTRH2 = HEADREST
8562|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|MFG: DENTON S/N:143|NO COMMENTS|NO COMMENTS|515|884|394|420|390|0|104|180|89|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|217|69.5|84.5|44.2|-2230|-1948|0|0|0|0|0|CNTRH2 = HEADREST
8583|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|DENTON S/N 031|||0|0|0|0|0|0|0|0|0|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|5|55.5|67.3|7|0|0|0|0|0|0|0|
8584|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|DENTON S/N 031|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|13|10|25|8|0|0|0|0|0|0|0|HEAD TO SEATBACK
8585|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FTSS S/N 155|||0|0|0|0|0|0|0|0|0|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|2|9|24|4|0|0|0|0|0|0|0|
8586|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FTSS S/N 155|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|30|9.3|12.3|8|0|0|0|0|0|0|0|HEAD TO SEATBACK
8587|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 125|||278|669|270|342|400|0|145|162|67|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|123|74.5|89.5|33|-2966|-3140|0|0|0|0|0|
8588|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|MFG: FTSS S/N:288|NO COMMENTS|NO COMMENTS|310|643|262|360|387|0|71|209|88|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|358|51.7|66.7|51|-1731|-1513|0|0|6680|0|0|CNTRH2 = HEADREST
8589|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|MFG: DENTON S/N:139|NO COMMENTS|NO COMMENTS|395|690|277|375|444|0|100|215|116|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|368|69|84|46|-2604|-2043|0|5371|0|0|0|CNTRH2 = HEADREST
8590|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|MFG: FTSS S/N:288|NO COMMENTS|NO COMMENTS|306|660|275|368|425|0|88|177|129|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|KR|KNEE RESTRAINT|NO|NONE|236|62.7|77.7|46|-2257|-1460|0|6981|5038|0|0|CNTRH2 = HEADREST
8604|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|MFG: FTSS S/N:288|NO COMMENTS|NO COMMENTS|453|748|309|380|453|0|78|170|149|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|320|69.5|84.5|43|-2144|-2118|0|6771|3151|0|0|CNTRH2 = HEADREST
8605|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FTSS; S/N: 426|||465|789|330|383|460|0|180|171|147|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|OT|OTHER|NO|NONE|285|70.08|85.12|42.18|-432|-1483|341|0|0|0|0|HIC=15 MSEC;  CNTRL1=GLOVE BOX DOOR
8608|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 155|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|8|42.3|57.3|11|0|0|0|0|0|0|0|HEAD TO SEATBACK
8609|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 155|||0|0|0|0|0|0|0|0|0|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|17|10|16.7|11|0|0|0|0|0|0|0|
8610|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|DENTON S/N 031|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|21|12.8|13.2|19|0|0|0|0|0|0|0|HEAD TO SEATBACK
8611|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|DENTON S/N 031|||0|0|0|0|0|0|0|0|0|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|14|11.5|20.2|7|0|0|0|0|0|0|0|HEAD TO SEATBACK
8612|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FTSS S/N 511|||312|648|272|364|389|0|109|187|61|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|163|78|93|31|-2809|-3257|0|0|0|0|0|
8613|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|DENTON S/N 124|||300|661|272|356|432|0|101|188|123|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|169|77.3|92.3|32|-3338|-3079|0|0|0|0|0|HEAD TO HEADREST
8615|1|02|RIGHT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|P5|PART 572|05|5 PERCENTILE|FTSS SERIAL NO. 301|NO MODIFICATIONS|NO COMMENTS|0|734|0|68|470|0|0|0|0|164|0|148|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SD|SIDE WINDOW|NO|NONE|NO|NONE|NO|NONE|NO|NONE|4|12|21.8|0|0|0|0|0|0|0|0|
8617|1|02|RIGHT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|P5|PART 572|05|5 PERCENTILE|FTSS SERIAL NO. 298|NO MODIFICATIONS|NO COMMENTS|0|634|0|120|411|0|0|0|0|188|0|167|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|NO|NONE|NO|NONE|60|12|12.5|0|0|0|0|0|0|0|0|
8618|1|02|RIGHT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|FTSS, S/N: 297|||0|0|0|0|0|0|0|0|0|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|HS|HEADER - SIDE|NO|NONE|NO|NONE|NO|NONE|NO|NONE|35|10.08|43.6|0|0|0|0|0|0|0|0|HIC=36MS; POSITION 3.3.5.3-RRM,SM, INBOARD FACING
